hotel_id,forecast_date,lead_time,booking_pickup_7d,rolling_demand_14d,cancellation_rate_28d,available_inventory,event_intensity,lag_occupancy_7d,lag_occupancy_28d,occupancy_rate
HOTEL-007,2023-03-29,43,18.847,0.7417,0.1464,4,0.2803,0.8062,0.8037,0.7195
HOTEL-011,2023-03-30,11,30.797,0.8301,0.1129,16,0.6204,0.8085,0.7119,0.8255
HOTEL-005,2023-03-30,84,25.347,0.7186,0.1692,24,0.1502,0.6463,0.6486,0.6438
HOTEL-008,2023-03-30,76,27.567,0.6681,0.189,29,0.1076,0.6929,0.7822,0.6569
HOTEL-009,2023-03-31,84,25.244,0.7207,0.1466,34,0.1979,0.671,0.7784,0.6665
HOTEL-006,2023-03-31,77,34.875,0.7214,0.1737,28,0.1889,0.7008,0.5792,0.6762
HOTEL-012,2023-03-31,70,32.57,0.8545,0.2182,17,0.1031,0.76,0.7813,0.7432
HOTEL-010,2023-04-01,14,34.776,0.7892,0.1171,13,0.4343,0.8147,0.6996,0.8797
HOTEL-001,2023-04-01,76,27.288,0.8701,0.1486,25,0.1396,0.9096,0.6907,0.7912
HOTEL-007,2023-04-01,86,36.077,0.8422,0.1468,20,0.1481,0.7554,0.7583,0.8127
HOTEL-011,2023-04-02,11,23.384,0.7801,0.0913,17,0.0169,0.8739,0.6509,0.7403
HOTEL-002,2023-04-02,17,34.835,0.829,0.178,21,0.0186,0.739,0.6721,0.8064
HOTEL-008,2023-04-02,54,30.219,0.7043,0.1507,40,0.1127,0.7235,0.7362,0.6662
HOTEL-009,2023-04-03,41,30.228,0.7059,0.1883,17,0.3789,0.7177,0.7972,0.6936
HOTEL-003,2023-04-03,72,35.954,0.7692,0.1705,21,0.6067,0.7098,0.7287,0.7431
HOTEL-012,2023-04-03,72,36.78,0.6827,0.103,13,0.096,0.8115,0.7339,0.7645
HOTEL-010,2023-04-04,52,30.688,0.6147,0.1244,33,0.2633,0.6407,0.6961,0.7017
HOTEL-004,2023-04-04,49,40.351,0.6839,0.1457,8,0.1511,0.8154,0.7096,0.7366
HOTEL-001,2023-04-04,37,40.691,0.7312,0.1401,24,0.2428,0.6889,0.6672,0.6883
HOTEL-011,2023-04-05,52,19.743,0.681,0.1075,27,0.0983,0.7347,0.7164,0.6287
HOTEL-002,2023-04-05,78,25.37,0.6726,0.1725,7,0.2537,0.8257,0.7684,0.7018
HOTEL-005,2023-04-05,29,20.071,0.6254,0.1465,17,0.1597,0.7392,0.7036,0.647
HOTEL-003,2023-04-06,31,29.102,0.6515,0.1883,15,0.4842,0.6526,0.6241,0.7301
HOTEL-006,2023-04-06,69,34.614,0.8496,0.1321,19,0.4265,0.7714,0.8218,0.8328
HOTEL-012,2023-04-06,71,36.133,0.818,0.187,26,0.0784,0.6771,0.7832,0.7524
HOTEL-004,2023-04-07,62,24.122,0.7266,0.2309,16,0.0605,0.6229,0.6666,0.6402
HOTEL-001,2023-04-07,29,45.239,0.8145,0.1697,13,0.2378,0.621,0.6618,0.7489
HOTEL-007,2023-04-07,34,36.997,0.6705,0.1762,27,0.2297,0.8358,0.7689,0.7638
HOTEL-002,2023-04-08,70,28.907,0.7247,0.1848,13,0.1475,0.7703,0.7303,0.741
HOTEL-008,2023-04-08,88,38.702,0.7657,0.2153,9,0.5206,0.8808,0.7906,0.8865
HOTEL-005,2023-04-08,11,50.964,0.8152,0.0918,15,0.3754,0.9002,0.6949,0.9584
HOTEL-006,2023-04-09,35,31.867,0.8275,0.1008,22,0.3414,0.8991,0.7136,0.8935
HOTEL-009,2023-04-09,44,41.265,0.8983,0.1572,16,0.2113,0.8283,0.705,0.905
HOTEL-003,2023-04-09,2,44.327,0.769,0.0974,17,0.0844,0.6312,0.6553,0.833
HOTEL-010,2023-04-10,21,21.792,0.6832,0.1924,27,0.0816,0.7491,0.6718,0.6639
HOTEL-007,2023-04-10,47,39.069,0.735,0.1523,22,0.0967,0.6924,0.7831,0.7225
HOTEL-004,2023-04-10,13,31.676,0.5787,0.1101,30,0.2018,0.8662,0.5695,0.6732
HOTEL-008,2023-04-11,31,35.166,0.7584,0.1491,21,0.2929,0.7716,0.6816,0.7562
HOTEL-011,2023-04-11,4,28.782,0.7189,0.0968,20,0.203,0.7606,0.7492,0.689
HOTEL-005,2023-04-11,62,29.79,0.7562,0.1673,30,0.0898,0.7501,0.6746,0.6189
HOTEL-012,2023-04-12,35,32.909,0.8011,0.1613,14,0.0883,0.7343,0.8179,0.7684
HOTEL-009,2023-04-12,42,39.611,0.7876,0.1455,18,0.1815,0.7675,0.7774,0.8264
HOTEL-006,2023-04-12,89,34.456,0.6419,0.2683,20,0.0416,0.6074,0.6489,0.5975
HOTEL-007,2023-04-13,23,34.727,0.7137,0.1489,10,0.0567,0.5996,0.6619,0.7102
HOTEL-010,2023-04-13,81,26.542,0.8478,0.1855,12,0.1843,0.7786,0.6658,0.7199
HOTEL-001,2023-04-13,31,43.479,0.6423,0.1322,15,0.1311,0.7093,0.7089,0.7309
HOTEL-008,2023-04-14,68,38.135,0.7486,0.1627,27,0.0857,0.7019,0.7291,0.7003
HOTEL-011,2023-04-14,44,36.781,0.7384,0.1694,23,0.195,0.6474,0.6077,0.7336
HOTEL-002,2023-04-14,78,22.278,0.7236,0.1861,25,0.0998,0.7527,0.7665,0.6493
HOTEL-003,2023-04-15,15,25.886,0.8537,0.0995,12,0.0063,0.8586,0.7375,0.8527
HOTEL-012,2023-04-15,84,34.157,0.826,0.1761,13,0.1404,0.6209,0.7062,0.7519
HOTEL-009,2023-04-15,27,35.323,0.7007,0.1219,19,0.1654,0.9155,0.6432,0.7765
HOTEL-001,2023-04-16,70,24.724,0.8625,0.1368,17,0.0816,0.8418,0.6943,0.8016
HOTEL-010,2023-04-16,61,26.27,0.7565,0.1562,0,0.145,0.82,0.7594,0.7553
HOTEL-004,2023-04-16,10,41.64,0.7546,0.1866,16,0.0794,0.694,0.7268,0.8349
HOTEL-002,2023-04-17,58,35.878,0.7748,0.1306,11,0.0378,0.8446,0.5627,0.7431
HOTEL-011,2023-04-17,86,29.73,0.7534,0.1487,25,0.0294,0.8289,0.7303,0.6855
HOTEL-005,2023-04-17,34,24.082,0.6361,0.1146,17,0.2453,0.7202,0.6241,0.6958
HOTEL-012,2023-04-18,67,32.182,0.7509,0.1392,21,0.3292,0.6304,0.7103,0.7233
HOTEL-003,2023-04-18,77,20.222,0.5855,0.1639,38,0.0418,0.6942,0.7946,0.568
HOTEL-006,2023-04-18,40,40.093,0.6628,0.1725,10,0.1215,0.6586,0.751,0.6996
HOTEL-007,2023-04-19,38,28.885,0.7129,0.1857,10,0.2012,0.7377,0.7617,0.7045
HOTEL-001,2023-04-19,60,33.748,0.7217,0.0987,3,0.5611,0.8081,0.7086,0.8203
HOTEL-004,2023-04-19,55,28.799,0.6201,0.1745,22,0.0468,0.6806,0.7475,0.6367
HOTEL-002,2023-04-20,36,32.545,0.7309,0.2061,24,0.3972,0.6736,0.7503,0.7158
HOTEL-008,2023-04-20,67,44.209,0.6552,0.1595,29,0.1587,0.7841,0.786,0.7326
HOTEL-005,2023-04-20,19,36.498,0.7196,0.1645,8,0.3347,0.7495,0.7399,0.7864
HOTEL-009,2023-04-21,53,38.614,0.7115,0.1002,3,0.4013,0.6937,0.7089,0.7536
HOTEL-006,2023-04-21,53,25.631,0.7319,0.1591,31,0.0282,0.7369,0.6606,0.6529
HOTEL-003,2023-04-21,47,42.962,0.7664,0.2067,13,0.3171,0.7762,0.7422,0.7982
HOTEL-004,2023-04-22,74,19.872,0.8695,0.0958,20,0.1348,0.8216,0.6894,0.7809
HOTEL-007,2023-04-22,3,18.891,0.8672,0.1345,21,0.1814,0.6781,0.7149,0.7871
HOTEL-010,2023-04-22,58,27.437,0.6539,0.1394,29,0.0382,0.6676,0.669,0.609
HOTEL-005,2023-04-23,76,31.824,0.7667,0.0987,24,0.2258,0.8053,0.6754,0.7389
HOTEL-011,2023-04-23,47,39.994,0.8057,0.1275,22,0.4105,0.7837,0.6362,0.8622
HOTEL-008,2023-04-23,38,28.08,0.779,0.1411,20,0.113,0.8934,0.6257,0.8115
HOTEL-006,2023-04-24,50,16.926,0.759,0.1462,10,0.1529,0.5542,0.7378,0.6784
HOTEL-012,2023-04-24,76,32.719,0.8138,0.1483,6,0.2727,0.6388,0.5792,0.7923
HOTEL-009,2023-04-24,8,47.916,0.8854,0.1293,17,0.6105,0.7182,0.6711,0.8801
HOTEL-001,2023-04-25,52,31.353,0.7082,0.2119,14,0.4678,0.4896,0.7675,0.6711
HOTEL-007,2023-04-25,63,35.772,0.7235,0.1121,14,0.0702,0.8671,0.688,0.7305
HOTEL-010,2023-04-25,36,46.511,0.7176,0.115,17,0.6552,0.8452,0.7483,0.8782
HOTEL-011,2023-04-26,50,35.861,0.7585,0.1897,17,0.1583,0.6246,0.729,0.7481
HOTEL-008,2023-04-26,27,21.481,0.6974,0.1649,11,0.1678,0.7428,0.604,0.6856
HOTEL-002,2023-04-26,14,41.352,0.7128,0.2074,36,0.1806,0.7826,0.7904,0.7279
HOTEL-009,2023-04-27,52,31.006,0.6447,0.1714,18,0.1211,0.9353,0.6856,0.6765
HOTEL-012,2023-04-27,79,22.955,0.7637,0.1351,7,0.2103,0.7467,0.7217,0.7093
HOTEL-003,2023-04-27,57,24.898,0.7565,0.2364,22,0.0297,0.8004,0.5869,0.6482
HOTEL-001,2023-04-28,15,32.436,0.652,0.1531,20,0.1317,0.8786,0.725,0.6924
HOTEL-004,2023-04-28,43,36.332,0.8076,0.1047,19,0.3308,0.7137,0.5999,0.7659
HOTEL-010,2023-04-28,58,39.701,0.7905,0.1154,27,0.6353,0.7088,0.6824,0.8015
HOTEL-002,2023-04-29,32,27.789,0.8053,0.1317,12,0.09,0.9327,0.7371,0.8045
HOTEL-011,2023-04-29,71,34.137,0.8429,0.1564,6,0.1587,0.8599,0.5927,0.862
HOTEL-005,2023-04-29,10,39.103,0.7965,0.1345,0,0.6021,0.7902,0.7113,0.9292
HOTEL-012,2023-04-30,40,42.894,0.8223,0.1608,13,0.5833,0.8181,0.5994,0.8902
HOTEL-003,2023-04-30,67,32.83,0.8061,0.1049,23,0.4885,0.8082,0.7723,0.8448
HOTEL-006,2023-04-30,36,32.633,0.8643,0.1461,0,0.1537,0.7026,0.7526,0.8585
HOTEL-007,2023-05-01,13,32.959,0.6485,0.147,31,0.0972,0.6042,0.7149,0.6191
HOTEL-001,2023-05-01,77,41.352,0.853,0.1359,1,0.809,0.5745,0.7003,0.8266
HOTEL-004,2023-05-01,77,33.311,0.6595,0.1962,19,0.0649,0.6317,0.6325,0.6062
HOTEL-002,2023-05-02,34,26.344,0.7083,0.1639,27,0.3745,0.8626,0.7298,0.711
HOTEL-008,2023-05-02,28,30.415,0.5922,0.1138,29,0.2781,0.5804,0.6437,0.6148
HOTEL-005,2023-05-02,82,31.318,0.7826,0.2554,16,0.2397,0.7215,0.6828,0.7135
HOTEL-006,2023-05-03,34,30.607,0.6231,0.1561,31,0.084,0.7848,0.6937,0.668
HOTEL-009,2023-05-03,6,31.625,0.6345,0.1105,34,0.1834,0.6791,0.7653,0.6662
HOTEL-003,2023-05-03,32,47.013,0.7383,0.1277,6,0.198,0.7647,0.6921,0.8311
HOTEL-004,2023-05-04,82,29.991,0.6883,0.1701,31,0.22,0.7892,0.6932,0.6751
HOTEL-010,2023-05-04,8,26.052,0.8198,0.1553,23,0.0079,0.6398,0.7434,0.7061
HOTEL-007,2023-05-04,86,43.526,0.7683,0.1566,23,0.1702,0.7356,0.6861,0.7177
HOTEL-011,2023-05-05,42,21.534,0.7036,0.2011,10,0.0586,0.7423,0.6367,0.6747
HOTEL-005,2023-05-05,81,25.555,0.6248,0.1195,23,0.0512,0.6887,0.6347,0.5961
HOTEL-008,2023-05-05,83,28.386,0.5819,0.1274,22,0.2432,0.6273,0.7229,0.6
HOTEL-012,2023-05-06,61,30.672,0.6592,0.2615,10,0.2515,0.8343,0.7019,0.7488
HOTEL-009,2023-05-06,60,31.381,0.7198,0.0924,21,0.0985,0.807,0.6739,0.7425
HOTEL-006,2023-05-06,15,47.86,0.8125,0.2119,12,0.3291,0.8944,0.6806,0.8802
HOTEL-001,2023-05-07,88,34.76,0.8616,0.156,9,0.1842,0.815,0.5895,0.8105
HOTEL-007,2023-05-07,81,31.284,0.7791,0.2392,25,0.1468,0.769,0.8261,0.7394
HOTEL-010,2023-05-07,37,32.103,0.7557,0.1717,19,0.0515,0.9091,0.7304,0.8222
HOTEL-008,2023-05-08,38,28.06,0.5824,0.0847,34,0.0537,0.604,0.6053,0.5789
HOTEL-011,2023-05-08,89,24.833,0.8269,0.1931,19,0.047,0.5704,0.5507,0.617
HOTEL-002,2023-05-08,44,24.663,0.6906,0.1562,26,0.112,0.6593,0.673,0.6261
HOTEL-009,2023-05-09,25,39.527,0.7131,0.149,12,0.2945,0.7417,0.7195,0.7829
HOTEL-012,2023-05-09,7,39.888,0.632,0.1436,22,0.2541,0.5778,0.7469,0.6801
HOTEL-003,2023-05-09,20,28.43,0.8,0.1364,11,0.2226,0.7398,0.656,0.7208
HOTEL-010,2023-05-10,17,23.169,0.6029,0.1195,27,0.0351,0.7026,0.647,0.5741
HOTEL-001,2023-05-10,83,16.155,0.6881,0.1943,7,0.1346,0.5323,0.6582,0.6222
HOTEL-004,2023-05-10,52,32.705,0.7472,0.1809,11,0.3646,0.6974,0.736,0.7565
HOTEL-002,2023-05-11,63,35.979,0.6226,0.1031,26,0.1805,0.6373,0.6976,0.6474
HOTEL-005,2023-05-11,42,24.795,0.5714,0.2021,39,0.2863,0.6326,0.7659,0.5816
HOTEL-011,2023-05-11,30,35.642,0.7439,0.0672,32,0.3587,0.7295,0.6704,0.7435
HOTEL-003,2023-05-12,89,20.763,0.6425,0.179,26,0.0919,0.7058,0.7059,0.5636
HOTEL-012,2023-05-12,32,28.511,0.6359,0.1883,7,0.1419,0.5672,0.6944,0.6066
HOTEL-006,2023-05-12,61,23.459,0.6821,0.1433,17,0.334,0.6462,0.6217,0.6615
HOTEL-007,2023-05-13,34,37.05,0.8443,0.1993,10,0.0436,0.7165,0.6925,0.7878
HOTEL-004,2023-05-13,59,31.044,0.818,0.1818,10,0.2948,0.7412,0.6402,0.792
HOTEL-001,2023-05-13,63,36.867,0.8,0.1749,8,0.1066,0.5997,0.7175,0.8254
HOTEL-008,2023-05-14,65,28.635,0.7638,0.1541,6,0.1291,0.6856,0.6097,0.743
HOTEL-005,2023-05-14,30,34.345,0.7133,0.168,0,0.0991,0.8282,0.6424,0.786
HOTEL-002,2023-05-14,1,33.581,0.7456,0.1684,5,0.0385,0.8363,0.6933,0.7811
HOTEL-006,2023-05-15,60,24.924,0.7067,0.0491,4,0.1931,0.4712,0.6191,0.6453
HOTEL-009,2023-05-15,9,32.727,0.7885,0.1571,17,0.3433,0.6335,0.5631,0.7563
HOTEL-003,2023-05-15,56,37.313,0.6698,0.1337,25,0.4615,0.6684,0.5951,0.6952
HOTEL-004,2023-05-16,85,29.192,0.6034,0.1852,11,0.1858,0.621,0.6382,0.6183
HOTEL-010,2023-05-16,40,53.159,0.7328,0.1268,17,0.7035,0.7575,0.8022,0.8322
HOTEL-007,2023-05-16,57,34.357,0.7504,0.17,12,0.5109,0.6791,0.7319,0.7794
HOTEL-011,2023-05-17,3,38.164,0.6624,0.1338,41,0.1736,0.5801,0.6307,0.6275
HOTEL-008,2023-05-17,56,31.236,0.722,0.1364,15,0.2155,0.7326,0.6167,0.7
HOTEL-005,2023-05-17,75,30.64,0.5254,0.1846,25,0.1557,0.6972,0.7365,0.6116
HOTEL-012,2023-05-18,40,37.442,0.6232,0.184,13,0.0946,0.6575,0.7973,0.6944
HOTEL-006,2023-05-18,19,24.331,0.6515,0.0848,20,0.2003,0.7688,0.6142,0.6493
HOTEL-009,2023-05-18,65,31.974,0.822,0.194,7,0.4731,0.7208,0.6329,0.7645
HOTEL-010,2023-05-19,52,32.408,0.6755,0.1705,25,0.0962,0.7461,0.7212,0.6533
HOTEL-001,2023-05-19,83,23.908,0.6658,0.1648,14,0.0007,0.7814,0.7252,0.6417
HOTEL-007,2023-05-19,6,28.563,0.763,0.1685,15,0.2183,0.6064,0.6685,0.7322
HOTEL-002,2023-05-20,27,38.253,0.7959,0.045,14,0.3031,0.5083,0.6518,0.7646
HOTEL-011,2023-05-20,61,31.014,0.7368,0.1562,10,0.1335,0.788,0.59,0.722
HOTEL-008,2023-05-20,22,32.303,0.7659,0.1382,21,0.2854,0.7834,0.6552,0.863
HOTEL-012,2023-05-21,60,40.714,0.8796,0.106,0,0.2888,0.7489,0.6839,0.9231
HOTEL-003,2023-05-21,35,48.64,0.7862,0.1357,25,0.192,0.693,0.7293,0.7857
HOTEL-009,2023-05-21,70,14.105,0.7548,0.2086,32,0.0251,0.8197,0.7393,0.6823
HOTEL-001,2023-05-22,56,22.98,0.5997,0.1868,19,0.0108,0.6523,0.6456,0.5925
HOTEL-010,2023-05-22,57,41.11,0.7789,0.0981,14,0.4579,0.6858,0.6842,0.7857
HOTEL-004,2023-05-22,35,33.378,0.733,0.1703,12,0.2001,0.7857,0.7063,0.7498
HOTEL-011,2023-05-23,88,23.186,0.7493,0.1753,15,0.1182,0.6899,0.6585,0.6897
HOTEL-005,2023-05-23,23,27.962,0.5359,0.2103,9,0.075,0.7061,0.6561,0.634
HOTEL-002,2023-05-23,9,31.132,0.6486,0.1137,26,0.0724,0.6463,0.7577,0.6329
HOTEL-012,2023-05-24,21,50.122,0.7358,0.1392,9,0.292,0.7151,0.5584,0.7866
HOTEL-006,2023-05-24,75,26.714,0.7263,0.2509,23,0.127,0.6269,0.646,0.6952
HOTEL-003,2023-05-24,81,39.652,0.717,0.1268,13,0.4702,0.6199,0.5966,0.7702
HOTEL-001,2023-05-25,46,27.976,0.6714,0.168,9,0.0962,0.6752,0.5665,0.6736
HOTEL-007,2023-05-25,67,31.592,0.6886,0.1517,33,0.3024,0.7038,0.6768,0.7263
HOTEL-004,2023-05-25,78,15.512,0.6185,0.1304,29,0.0502,0.7041,0.7279,0.5832
HOTEL-002,2023-05-26,70,35.131,0.7634,0.1466,12,0.2671,0.5987,0.6284,0.7183
HOTEL-008,2023-05-26,82,27.028,0.7217,0.2547,10,0.2226,0.691,0.7276,0.7215
HOTEL-005,2023-05-26,80,27.802,0.7241,0.1259,29,0.539,0.7229,0.6689,0.72
HOTEL-006,2023-05-27,88,26.546,0.6569,0.1795,12,0.1114,0.913,0.6477,0.7351
HOTEL-003,2023-05-27,48,27.412,0.6621,0.168,40,0.2046,0.6385,0.6271,0.6086
HOTEL-009,2023-05-27,13,35.609,0.7865,0.1177,13,0.2065,0.7688,0.7131,0.8302
HOTEL-004,2023-05-28,23,40.538,0.8865,0.1202,20,0.2597,0.5613,0.6715,0.8211
HOTEL-007,2023-05-28,30,41.278,0.7122,0.2089,2,0.4765,0.7366,0.676,0.783
HOTEL-010,2023-05-28,53,29.205,0.7182,0.0986,12,0.1059,0.7651,0.6234,0.7502
HOTEL-008,2023-05-29,75,38.745,0.6646,0.1643,19,0.3269,0.5758,0.6766,0.7119
HOTEL-011,2023-05-29,45,19.663,0.5691,0.1577,47,0.0408,0.6334,0.7575,0.5276
HOTEL-005,2023-05-29,23,22.111,0.6171,0.1573,32,0.0846,0.6857,0.6206,0.5527
HOTEL-012,2023-05-30,77,40.813,0.6873,0.1921,16,0.3201,0.7826,0.694,0.6904
HOTEL-006,2023-05-30,87,23.911,0.6554,0.1822,22,0.0642,0.5986,0.6221,0.579
HOTEL-009,2023-05-30,35,26.358,0.7079,0.1195,21,0.0307,0.6341,0.703,0.6491
HOTEL-001,2023-05-31,17,33.547,0.5997,0.1667,37,0.0872,0.6919,0.6663,0.6414
HOTEL-010,2023-05-31,48,35.022,0.7041,0.1926,29,0.4184,0.5084,0.6152,0.678
HOTEL-007,2023-05-31,6,34.145,0.6172,0.1759,14,0.023,0.6065,0.6588,0.6573
HOTEL-002,2023-06-01,0,28.863,0.6599,0.1154,5,0.1236,0.728,0.6429,0.679
HOTEL-011,2023-06-01,59,25.643,0.702,0.1503,20,0.1021,0.5816,0.6693,0.6504
HOTEL-008,2023-06-01,15,27.151,0.6047,0.1075,33,0.0772,0.7418,0.6039,0.6336
HOTEL-009,2023-06-02,29,34.896,0.6235,0.1035,9,0.5896,0.6063,0.6107,0.7315
HOTEL-003,2023-06-02,4,38.473,0.5068,0.0687,42,0.1629,0.6542,0.59,0.6234
HOTEL-012,2023-06-02,74,25.14,0.7988,0.2108,21,0.0763,0.7492,0.6941,0.6705
HOTEL-010,2023-06-03,62,22.902,0.8041,0.1738,19,0.09,0.6331,0.7491,0.6927
HOTEL-001,2023-06-03,49,29.798,0.8786,0.1657,17,0.1399,0.6488,0.5553,0.8211
HOTEL-004,2023-06-03,72,29.144,0.8203,0.2384,38,0.1889,0.8031,0.6881,0.693
HOTEL-011,2023-06-04,46,38.982,0.8336,0.0965,21,0.411,0.7899,0.7177,0.8209
HOTEL-002,2023-06-04,79,14.046,0.6755,0.1853,21,0.1237,0.7184,0.5769,0.6588
HOTEL-005,2023-06-04,27,35.498,0.6505,0.1981,31,0.0699,0.9111,0.6123,0.7336
HOTEL-006,2023-06-05,36,23.805,0.6346,0.1714,31,0.0802,0.7153,0.7076,0.629
HOTEL-012,2023-06-05,82,23.716,0.6434,0.1577,21,0.2073,0.637,0.6234,0.6191
HOTEL-003,2023-06-05,27,25.851,0.6833,0.1016,22,0.086,0.568,0.6742,0.6089
HOTEL-001,2023-06-06,22,21.425,0.7123,0.0671,22,0.1384,0.6612,0.6436,0.656
HOTEL-004,2023-06-06,49,33.918,0.6424,0.1709,22,0.2176,0.6926,0.6305,0.6594
HOTEL-007,2023-06-06,40,30.259,0.5786,0.1127,32,0.0553,0.6754,0.6743,0.6597
HOTEL-008,2023-06-07,49,13.912,0.6102,0.1836,22,0.1528,0.4989,0.5775,0.5441
HOTEL-005,2023-06-07,86,28.07,0.6818,0.16,10,0.4237,0.5789,0.707,0.6999
HOTEL-002,2023-06-07,81,29.694,0.4985,0.2036,33,0.1668,0.698,0.6237,0.5331
HOTEL-006,2023-06-08,44,32.039,0.6052,0.1195,29,0.2977,0.487,0.5527,0.5936
HOTEL-009,2023-06-08,17,35.182,0.5884,0.1659,23,0.4631,0.6313,0.6506,0.6563
HOTEL-003,2023-06-08,82,27.579,0.567,0.1919,25,0.1777,0.7172,0.6409,0.6006
HOTEL-004,2023-06-09,81,11.825,0.5423,0.1308,26,0.2161,0.6564,0.6883,0.5089
HOTEL-007,2023-06-09,51,27.586,0.6777,0.0978,27,0.4285,0.7429,0.6419,0.6376
HOTEL-010,2023-06-09,55,31.563,0.7775,0.1331,9,0.3461,0.7173,0.6606,0.7693
HOTEL-005,2023-06-10,80,33.158,0.6725,0.1701,24,0.1735,0.7774,0.6621,0.6858
HOTEL-008,2023-06-10,79,28.753,0.7446,0.18,16,0.493,0.8753,0.7183,0.7854
HOTEL-011,2023-06-10,54,30.81,0.7446,0.1725,13,0.0804,0.6142,0.7454,0.7209
HOTEL-006,2023-06-11,24,31.215,0.7054,0.1605,21,0.1837,0.7449,0.6411,0.7607
HOTEL-009,2023-06-11,37,37.042,0.7371,0.0892,10,0.1812,0.7319,0.586,0.7887
HOTEL-012,2023-06-11,35,38.097,0.7687,0.1561,2,0.2542,0.6371,0.729,0.7978
HOTEL-010,2023-06-12,40,36.325,0.6181,0.1601,31,0.13,0.6946,0.7153,0.6655
HOTEL-001,2023-06-12,85,16.19,0.6513,0.1887,33,0.0251,0.53,0.5818,0.5547
HOTEL-007,2023-06-12,78,33.259,0.7383,0.1177,30,0.1877,0.7081,0.7383,0.6874
HOTEL-002,2023-06-13,89,30.494,0.6335,0.256,24,0.2382,0.626,0.7086,0.6391
HOTEL-011,2023-06-13,89,30.228,0.685,0.1498,26,0.0914,0.5883,0.5735,0.5982
HOTEL-008,2023-06-13,44,25.94,0.674,0.1867,12,0.1824,0.6638,0.5341,0.5841
HOTEL-009,2023-06-14,7,35.908,0.7192,0.146,23,0.2839,0.5598,0.5926,0.6575
HOTEL-012,2023-06-14,47,26.699,0.7121,0.1379,6,0.2821,0.48,0.7213,0.7281
HOTEL-003,2023-06-14,31,40.189,0.6328,0.13,19,0.4413,0.4506,0.6363,0.7171
HOTEL-010,2023-06-15,15,41.262,0.6753,0.0284,0,0.2281,0.5814,0.6544,0.7314
HOTEL-004,2023-06-15,84,15.154,0.5585,0.2324,33,0.1912,0.736,0.5882,0.5135
HOTEL-001,2023-06-15,27,26.264,0.5934,0.1395,24,0.0654,0.7235,0.6517,0.5973
HOTEL-011,2023-06-16,63,29.199,0.6618,0.1224,9,0.5377,0.4881,0.6896,0.696
HOTEL-002,2023-06-16,61,38.2,0.5432,0.1572,18,0.1491,0.7035,0.5659,0.6261
HOTEL-005,2023-06-16,21,35.219,0.5135,0.0745,26,0.2097,0.665,0.8428,0.6715
HOTEL-006,2023-06-17,67,20.504,0.7223,0.2175,10,0.0477,0.7284,0.5382,0.7045
HOTEL-003,2023-06-17,68,39.429,0.7761,0.2231,35,0.2366,0.7775,0.6552,0.7965
HOTEL-012,2023-06-17,65,27.568,0.8365,0.1643,8,0.3438,0.8134,0.5389,0.7832
HOTEL-001,2023-06-18,48,39.979,0.6323,0.1231,24,0.0805,0.5636,0.5727,0.6882
HOTEL-007,2023-06-18,60,17.595,0.5413,0.1869,25,0.0407,0.7821,0.6347,0.6002
HOTEL-004,2023-06-18,70,31.33,0.7344,0.1452,18,0.0746,0.6699,0.5598,0.7225
HOTEL-008,2023-06-19,65,31.592,0.7769,0.2258,1,0.6684,0.6939,0.6616,0.7935
HOTEL-005,2023-06-19,27,42.425,0.6161,0.1458,25,0.0326,0.6053,0.6364,0.6362
HOTEL-002,2023-06-19,13,30.561,0.5874,0.1086,20,0.0158,0.7085,0.5437,0.6161
HOTEL-003,2023-06-20,40,29.149,0.6,0.1373,38,0.1267,0.5994,0.6616,0.5541
HOTEL-006,2023-06-20,9,46.633,0.6473,0.1238,22,0.6889,0.5341,0.5058,0.7404
HOTEL-009,2023-06-20,11,42.25,0.7121,0.1366,2,0.2366,0.6214,0.5305,0.7397
HOTEL-007,2023-06-21,39,27.333,0.7309,0.1586,19,0.044,0.5306,0.6751,0.6265
HOTEL-004,2023-06-21,12,31.516,0.5913,0.1295,16,0.2872,0.6709,0.622,0.6522
HOTEL-010,2023-06-21,36,32.38,0.4991,0.1135,24,0.0646,0.6333,0.6126,0.6088
HOTEL-005,2023-06-22,8,38.453,0.6964,0.1287,21,0.2909,0.6734,0.6237,0.7171
HOTEL-008,2023-06-22,26,28.168,0.5769,0.1185,39,0.122,0.6595,0.5579,0.6284
HOTEL-011,2023-06-22,44,32.394,0.7154,0.1333,18,0.2856,0.681,0.4822,0.6834
HOTEL-012,2023-06-23,23,26.264,0.6507,0.1466,29,0.0325,0.5237,0.6615,0.5588
HOTEL-006,2023-06-23,70,22.937,0.5133,0.2083,18,0.1391,0.6625,0.6229,0.5814
HOTEL-009,2023-06-23,4,38.223,0.6734,0.0922,23,0.4872,0.7582,0.5114,0.7625
HOTEL-001,2023-06-24,84,28.757,0.7697,0.1453,12,0.1771,0.7303,0.5715,0.7631
HOTEL-010,2023-06-24,29,38.486,0.6616,0.1305,12,0.2294,0.7759,0.6256,0.7499
HOTEL-007,2023-06-24,1,36.83,0.6456,0.1411,22,0.161,0.7084,0.604,0.709
HOTEL-008,2023-06-25,11,44.886,0.7221,0.111,13,0.3404,0.7389,0.4475,0.8246
HOTEL-011,2023-06-25,78,25.242,0.6757,0.1642,24,0.4546,0.6057,0.5917,0.6838
HOTEL-002,2023-06-25,39,33.269,0.6661,0.0802,26,0.1518,0.6592,0.6976,0.7014
